species_const	internal_index	natdex_num	species_name	form_type	form_markers	type_1	type_2	base_hp	base_atk	base_def	base_spa	base_spd	base_spe	bst	ability_1	ability_2	ability_hidden	catch_rate	exp_yield	exp_yield_note	ev_yield	gender_ratio_pct_female	egg_cycles	egg_group_1	egg_group_2	friendship	growth_rate	evolutions	levelup_moves	teachable_moves	egg_moves	is_legendary	is_mythical	wild_availability	wild_obtainable	source_file	source_line	confidence	is_starter	starter_pool	starter_lineage_of	availability_channels
SPECIES_LOUDRED	294	294	Loudred	base	NONE	TYPE_NORMAL	TYPE_NORMAL	84	71	43	71	43	48	360	ABILITY_SOUNDPROOF	ABILITY_SCRAPPY	ABILITY_PUNK_ROCK	120	126	literal	HP:2	50	20	EGG_GROUP_MONSTER	EGG_GROUP_FIELD	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	EVO_LEVEL:36:SPECIES_EXPLOUD	MOVE_HYPER_VOICE:0,MOVE_BITE:1,MOVE_POUND:1,MOVE_HYPER_VOICE:1,MOVE_SHOCK_WAVE:1,MOVE_WATER_PULSE:1,MOVE_ECHOED_VOICE:4,MOVE_ASTONISH:9,MOVE_HOWL:11,MOVE_SCREECH:15,MOVE_SUPERSONIC:18,MOVE_STOMP:23,MOVE_UPROAR:27,MOVE_ROAR:32,MOVE_REST:36,MOVE_SLEEP_TALK:38,MOVE_SYNCHRONOISE:40	MOVE_ROAR,MOVE_ZEN_HEADBUTT,MOVE_TAUNT,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYPER_VOICE,MOVE_ICY_WIND,MOVE_EARTHQUAKE,MOVE_SHADOW_BALL,MOVE_BRICK_BREAK,MOVE_FLAMETHROWER,MOVE_FIRE_BLAST,MOVE_ROCK_TOMB,MOVE_LOW_KICK,MOVE_OVERHEAT,MOVE_STOMPING_TANTRUM,MOVE_THUNDER_PUNCH,MOVE_ROCK_SLIDE,MOVE_BULLDOZE,MOVE_FIRE_PUNCH,MOVE_ICE_PUNCH,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_RAIN_DANCE,MOVE_WATER_PULSE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_3_families.h	3452	Measured	FALSE	monotype	SPECIES_WHISMUR	starter_lineage:evolution
SPECIES_EXPLOUD	295	295	Exploud	base	NONE	TYPE_NORMAL	TYPE_NORMAL	104	81	63	91	73	73	485	ABILITY_SOUNDPROOF	ABILITY_SCRAPPY	ABILITY_PUNK_ROCK	45	245	literal	HP:3	50	20	EGG_GROUP_MONSTER	EGG_GROUP_FIELD	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	NONE	MOVE_CRUNCH:0,MOVE_CRUNCH:1,MOVE_BITE:1,MOVE_ICE_FANG:1,MOVE_FIRE_FANG:1,MOVE_THUNDER_FANG:1,MOVE_POUND:1,MOVE_ECHOED_VOICE:1,MOVE_HYPER_VOICE:1,MOVE_HOWL:1,MOVE_ASTONISH:9,MOVE_HOWL:11,MOVE_SCREECH:15,MOVE_SUPERSONIC:18,MOVE_STOMP:23,MOVE_UPROAR:27,MOVE_ROAR:32,MOVE_REST:36,MOVE_SLEEP_TALK:42,MOVE_SYNCHRONOISE:44,MOVE_BOOMBURST:47,MOVE_OVERDRIVE:50,MOVE_HYPER_BEAM:54	MOVE_ROAR,MOVE_ZEN_HEADBUTT,MOVE_TAUNT,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYDRO_PUMP,MOVE_HYPER_VOICE,MOVE_ICY_WIND,MOVE_EARTHQUAKE,MOVE_SHADOW_BALL,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_FLAMETHROWER,MOVE_FIRE_BLAST,MOVE_ROCK_TOMB,MOVE_LOW_KICK,MOVE_OVERHEAT,MOVE_FOCUS_BLAST,MOVE_STOMPING_TANTRUM,MOVE_THUNDER_PUNCH,MOVE_ROCK_SLIDE,MOVE_BULLDOZE,MOVE_FIRE_PUNCH,MOVE_ICE_PUNCH,MOVE_SURF,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_THUNDER_FANG,MOVE_ICE_FANG,MOVE_FIRE_FANG,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_RAIN_DANCE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_3_families.h	3514	Measured	FALSE	monotype	SPECIES_WHISMUR	starter_lineage:evolution
SPECIES_MAKUHITA	296	296	Makuhita	base	NONE	TYPE_FIGHTING	TYPE_FIGHTING	72	60	30	20	30	25	237	ABILITY_THICK_FAT	ABILITY_GUTS	ABILITY_SHEER_FORCE	180	47	ternary_gen5plus:47|pre:87	HP:1	25	20	EGG_GROUP_HUMAN_LIKE	NONE	STANDARD_FRIENDSHIP	GROWTH_FLUCTUATING	EVO_LEVEL:24:SPECIES_HARIYAMA	MOVE_TACKLE:1,MOVE_FOCUS_ENERGY:1,MOVE_ARM_THRUST:7,MOVE_FAKE_OUT:10,MOVE_FORCE_PALM:13,MOVE_WHIRLWIND:16,MOVE_KNOCK_OFF:19,MOVE_VITAL_THROW:22,MOVE_BELLY_DRUM:25,MOVE_SMELLING_SALTS:28,MOVE_SEISMIC_TOSS:31,MOVE_WAKE_UP_SLAP:34,MOVE_ENDURE:37,MOVE_CLOSE_COMBAT:40,MOVE_REVERSAL:43,MOVE_HEAVY_SLAM:46	MOVE_CLOSE_COMBAT,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_ROCK_TOMB,MOVE_LOW_KICK,MOVE_FOCUS_BLAST,MOVE_DRAIN_PUNCH,MOVE_KNOCK_OFF,MOVE_THUNDER_PUNCH,MOVE_LOW_SWEEP,MOVE_ROCK_SLIDE,MOVE_POISON_JAB,MOVE_BULLDOZE,MOVE_FIRE_PUNCH,MOVE_ICE_PUNCH,MOVE_SUPERPOWER,MOVE_VACUUM_WAVE,MOVE_SURF,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_BULK_UP,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_ARM_THRUST,MOVE_HEAVY_SLAM	MOVE_FEINT_ATTACK,MOVE_DETECT,MOVE_FORESIGHT,MOVE_HELPING_HAND,MOVE_CROSS_CHOP,MOVE_REVENGE,MOVE_DYNAMIC_PUNCH,MOVE_COUNTER,MOVE_WAKE_UP_SLAP,MOVE_BULLET_PUNCH,MOVE_FEINT,MOVE_WIDE_GUARD,MOVE_FOCUS_PUNCH,MOVE_CHIP_AWAY	FALSE	FALSE	MAP_GRANITE_CAVE_1F:land_mons:12-17:20	TRUE	src/data/pokemon/species_info/gen_3_families.h	3586	Measured	FALSE	NONE	NONE	wild
SPECIES_HARIYAMA	297	297	Hariyama	base	NONE	TYPE_FIGHTING	TYPE_FIGHTING	144	120	60	40	60	50	474	ABILITY_THICK_FAT	ABILITY_GUTS	ABILITY_SHEER_FORCE	200	166	ternary_gen5plus:166|pre:184	HP:2	25	20	EGG_GROUP_HUMAN_LIKE	NONE	STANDARD_FRIENDSHIP	GROWTH_FLUCTUATING	NONE	MOVE_BRINE:1,MOVE_TACKLE:1,MOVE_FOCUS_ENERGY:1,MOVE_ARM_THRUST:1,MOVE_UPPER_HAND:1,MOVE_FAKE_OUT:10,MOVE_FORCE_PALM:13,MOVE_WHIRLWIND:16,MOVE_KNOCK_OFF:19,MOVE_VITAL_THROW:22,MOVE_BELLY_DRUM:26,MOVE_SMELLING_SALTS:30,MOVE_SEISMIC_TOSS:34,MOVE_WAKE_UP_SLAP:38,MOVE_ENDURE:42,MOVE_CLOSE_COMBAT:46,MOVE_REVERSAL:50,MOVE_HEAVY_SLAM:54	MOVE_CLOSE_COMBAT,MOVE_IRON_HEAD,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_HIGH_HORSEPOWER,MOVE_ROCK_TOMB,MOVE_LOW_KICK,MOVE_FOCUS_BLAST,MOVE_DRAIN_PUNCH,MOVE_STOMPING_TANTRUM,MOVE_STONE_EDGE,MOVE_KNOCK_OFF,MOVE_THUNDER_PUNCH,MOVE_LOW_SWEEP,MOVE_ROCK_SLIDE,MOVE_POISON_JAB,MOVE_BULLDOZE,MOVE_FIRE_PUNCH,MOVE_ICE_PUNCH,MOVE_SUPERPOWER,MOVE_VACUUM_WAVE,MOVE_HEAT_CRASH,MOVE_BODY_PRESS,MOVE_SURF,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_BULK_UP,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_ARM_THRUST,MOVE_HEAVY_SLAM	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_3_families.h	3649	Measured	FALSE	NONE	NONE	UNK
SPECIES_NOSEPASS	299	299	Nosepass	base	NONE	TYPE_ROCK	TYPE_ROCK	30	45	135	45	90	30	375	ABILITY_STURDY	ABILITY_MAGNET_PULL	ABILITY_SAND_FORCE	255	75	ternary_gen5plus:75|pre:108	Defense:1	50	20	EGG_GROUP_MINERAL	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_ITEM:ITEM_METAL_COAT:SPECIES_PROBOPASS	MOVE_ROCK_TOMB:1,MOVE_ROCK_BLAST:1,MOVE_HARDEN:4,MOVE_BLOCK:7,MOVE_BULLDOZE:10,MOVE_THUNDER_WAVE:13,MOVE_REST:16,MOVE_SPARK:18,MOVE_DISCHARGE:19,MOVE_ROCK_SLIDE:22,MOVE_EARTH_POWER:25,MOVE_VOLT_SWITCH:28,MOVE_SANDSTORM:34,MOVE_EARTHQUAKE:36,MOVE_STONE_EDGE:40,MOVE_LOCK_ON:43,MOVE_ZAP_CANNON:43	MOVE_TAUNT,MOVE_THUNDERBOLT,MOVE_THUNDER,MOVE_EARTHQUAKE,MOVE_ROCK_TOMB,MOVE_EXPLOSION,MOVE_STOMPING_TANTRUM,MOVE_STONE_EDGE,MOVE_THUNDER_WAVE,MOVE_EARTH_POWER,MOVE_THUNDER_PUNCH,MOVE_ROCK_SLIDE,MOVE_VOLT_SWITCH,MOVE_BULLDOZE,MOVE_FIRE_PUNCH,MOVE_ICE_PUNCH,MOVE_DAZZLING_GLEAM,MOVE_SCORCHING_SANDS,MOVE_BODY_PRESS,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_IRON_DEFENSE,MOVE_PAIN_SPLIT,MOVE_ROCK_POLISH,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SANDSTORM,MOVE_POWER_GEM,MOVE_METEOR_BEAM,MOVE_STEEL_BEAM,MOVE_HEAVY_SLAM,MOVE_GRAVITY	MOVE_MAGNITUDE,MOVE_ROLLOUT,MOVE_DOUBLE_EDGE,MOVE_BLOCK,MOVE_STEALTH_ROCK,MOVE_ENDURE,MOVE_WIDE_GUARD	FALSE	FALSE	MAP_GRANITE_CAVE_B2F:rock_smash_mons:10-20:30|MAP_GRANITE_CAVE_B2F:rock_smash_mons:15-20:4|MAP_SAFARI_ZONE_NORTHWEST:land_mons:40-45:10	TRUE	src/data/pokemon/species_info/gen_3_families.h	3714	Measured	FALSE	NONE	NONE	wild
SPECIES_PROBOPASS	476	476	Probopass	base	NONE	TYPE_ROCK	TYPE_STEEL	65	45	145	80	150	40	525	ABILITY_STURDY	ABILITY_MAGNET_PULL	ABILITY_LEVITATE	60	184	ternary_gen5plus:184|pre:198	Defense:1,SpDefense:2	50	20	EGG_GROUP_MINERAL	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_TRI_ATTACK:0,MOVE_TRI_ATTACK:1,MOVE_MAGNETIC_FLUX:1,MOVE_MAGNET_RISE:1,MOVE_GRAVITY:1,MOVE_WIDE_GUARD:1,MOVE_TACKLE:1,MOVE_IRON_DEFENSE:1,MOVE_BLOCK:1,MOVE_MAGNET_BOMB:1,MOVE_IRON_DEFENSE:4,MOVE_BLOCK:7,MOVE_MAGNET_BOMB:10,MOVE_THUNDER_WAVE:13,MOVE_REST:16,MOVE_SPARK:19,MOVE_ROCK_SLIDE:22,MOVE_POWER_GEM:25,MOVE_ROCK_BLAST:28,MOVE_DISCHARGE:31,MOVE_SANDSTORM:34,MOVE_EARTH_POWER:37,MOVE_STONE_EDGE:40,MOVE_LOCK_ON:43,MOVE_ZAP_CANNON:43	MOVE_TAUNT,MOVE_IRON_HEAD,MOVE_THUNDERBOLT,MOVE_THUNDER,MOVE_EARTHQUAKE,MOVE_ROCK_TOMB,MOVE_EXPLOSION,MOVE_STOMPING_TANTRUM,MOVE_STONE_EDGE,MOVE_THUNDER_WAVE,MOVE_EARTH_POWER,MOVE_THUNDER_PUNCH,MOVE_ROCK_SLIDE,MOVE_FLASH_CANNON,MOVE_VOLT_SWITCH,MOVE_BULLDOZE,MOVE_FIRE_PUNCH,MOVE_ICE_PUNCH,MOVE_DAZZLING_GLEAM,MOVE_BODY_PRESS,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_IRON_DEFENSE,MOVE_PAIN_SPLIT,MOVE_ROCK_POLISH,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SANDSTORM,MOVE_POWER_GEM,MOVE_METEOR_BEAM,MOVE_SUPERCELL_SLAM,MOVE_STEEL_BEAM,MOVE_HEAVY_SLAM,MOVE_GRAVITY	NONE	FALSE	FALSE	MAP_SEAFLOOR_CAVERN_ROOM1:land_mons:40-50:5|MAP_SEAFLOOR_CAVERN_ROOM1:land_mons:40-50:5|MAP_SEAFLOOR_CAVERN_ROOM2:land_mons:40-50:5|MAP_SEAFLOOR_CAVERN_ROOM2:land_mons:40-50:5	TRUE	src/data/pokemon/species_info/gen_3_families.h	3779	Measured	FALSE	NONE	NONE	wild
SPECIES_SKITTY	300	300	Skitty	base	NONE	TYPE_NORMAL	TYPE_NORMAL	50	45	45	35	35	50	260	ABILITY_CUTE_CHARM	ABILITY_WONDER_SKIN	ABILITY_FELINE_PROWESS	255	52	ternary_gen5plus:52|pre:65	Speed:1	75	15	EGG_GROUP_FIELD	EGG_GROUP_FAIRY	STANDARD_FRIENDSHIP	GROWTH_FAST	EVO_ITEM:ITEM_MOON_STONE:SPECIES_DELCATTY	MOVE_FAKE_OUT:1,MOVE_GROWL:1,MOVE_TAIL_WHIP:1,MOVE_TACKLE:1,MOVE_FORESIGHT:4,MOVE_SING:7,MOVE_ATTRACT:10,MOVE_DISARMING_VOICE:13,MOVE_ROUND:16,MOVE_COPYCAT:19,MOVE_FEINT_ATTACK:22,MOVE_CHARM:25,MOVE_WAKE_UP_SLAP:28,MOVE_ASSIST:31,MOVE_COVET:34,MOVE_HEAL_BELL:37,MOVE_DOUBLE_EDGE:40,MOVE_CAPTIVATE:43,MOVE_PLAY_ROUGH:46	MOVE_ZEN_HEADBUTT,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYPER_VOICE,MOVE_ICY_WIND,MOVE_THUNDERBOLT,MOVE_THUNDER,MOVE_DIG,MOVE_SHADOW_BALL,MOVE_DRAINING_KISS,MOVE_IRON_TAIL,MOVE_THUNDER_WAVE,MOVE_GRASS_KNOT,MOVE_WILD_CHARGE,MOVE_PLAY_ROUGH,MOVE_FLASH,MOVE_WORK_UP,MOVE_CHARGE_BEAM,MOVE_CALM_MIND,MOVE_NASTY_PLOT,MOVE_TAIL_SLAP,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_RAIN_DANCE	MOVE_HELPING_HAND,MOVE_UPROAR,MOVE_FAKE_TEARS,MOVE_WISH,MOVE_TICKLE,MOVE_FAKE_OUT,MOVE_ZEN_HEADBUTT,MOVE_SUCKER_PUNCH,MOVE_MUD_BOMB,MOVE_SIMPLE_BEAM,MOVE_CAPTIVATE,MOVE_COSMIC_POWER	FALSE	FALSE	MAP_ROUTE116:land_mons:6-8:5	TRUE	src/data/pokemon/species_info/gen_3_families.h	3846	Measured	FALSE	NONE	NONE	wild
SPECIES_DELCATTY	301	301	Delcatty	base	NONE	TYPE_NORMAL	TYPE_NORMAL	70	65	65	65	55	90	410	ABILITY_CUTE_CHARM	ABILITY_WONDER_SKIN	ABILITY_FELINE_PROWESS	60	140	literal	HP:1,Speed:1	75	15	EGG_GROUP_FIELD	EGG_GROUP_FAIRY	STANDARD_FRIENDSHIP	GROWTH_FAST	NONE	MOVE_FAKE_OUT:1,MOVE_SING:1,MOVE_ATTRACT:1,MOVE_ROUND:1,MOVE_HYPER_VOICE:55	MOVE_ZEN_HEADBUTT,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYPER_VOICE,MOVE_ICY_WIND,MOVE_THUNDERBOLT,MOVE_THUNDER,MOVE_DIG,MOVE_SHADOW_BALL,MOVE_DRAINING_KISS,MOVE_IRON_TAIL,MOVE_STOMPING_TANTRUM,MOVE_THUNDER_WAVE,MOVE_GRASS_KNOT,MOVE_WILD_CHARGE,MOVE_PLAY_ROUGH,MOVE_STRENGTH,MOVE_FLASH,MOVE_ROCK_SMASH,MOVE_WORK_UP,MOVE_CHARGE_BEAM,MOVE_CALM_MIND,MOVE_NASTY_PLOT,MOVE_ALLURING_VOICE,MOVE_TAIL_SLAP,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_RAIN_DANCE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_3_families.h	3908	Measured	FALSE	NONE	NONE	UNK
SPECIES_SABLEYE	302	302	Sableye	base	NONE	TYPE_DARK	TYPE_GHOST	50	75	75	65	65	50	380	ABILITY_FRISK	ABILITY_NONE	ABILITY_PRANKSTER	45	133	ternary_gen5plus:133|pre:98	Attack:1,Defense:1	50	25	EGG_GROUP_HUMAN_LIKE	NONE	35	GROWTH_MEDIUM_SLOW	NONE	MOVE_LEER:1,MOVE_SCRATCH:1,MOVE_FORESIGHT:4,MOVE_NIGHT_SHADE:6,MOVE_ASTONISH:9,MOVE_FURY_SWIPES:11,MOVE_DETECT:14,MOVE_SHADOW_SNEAK:16,MOVE_FEINT_ATTACK:19,MOVE_FAKE_OUT:21,MOVE_PUNISHMENT:24,MOVE_KNOCK_OFF:26,MOVE_SHADOW_CLAW:29,MOVE_CONFUSE_RAY:31,MOVE_ZEN_HEADBUTT:34,MOVE_POWER_GEM:36,MOVE_SHADOW_BALL:39,MOVE_FOUL_PLAY:41,MOVE_QUASH:44,MOVE_MEAN_LOOK:46,MOVE_RECOVER:54	MOVE_ZEN_HEADBUTT,MOVE_TAUNT,MOVE_ICY_WIND,MOVE_DIG,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_BRICK_BREAK,MOVE_ROCK_TOMB,MOVE_LOW_KICK,MOVE_THIEF,MOVE_DRAIN_PUNCH,MOVE_WILL_O_WISP,MOVE_SHADOW_CLAW,MOVE_POLTERGEIST,MOVE_GYRO_BALL,MOVE_KNOCK_OFF,MOVE_THUNDER_PUNCH,MOVE_LOW_SWEEP,MOVE_DARK_PULSE,MOVE_POISON_JAB,MOVE_AERIAL_ACE,MOVE_FIRE_PUNCH,MOVE_ICE_PUNCH,MOVE_DAZZLING_GLEAM,MOVE_SNARL,MOVE_CUT,MOVE_FLASH,MOVE_ROCK_SMASH,MOVE_POWER_UP_PUNCH,MOVE_PAIN_SPLIT,MOVE_CALM_MIND,MOVE_FOUL_PLAY,MOVE_NASTY_PLOT,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_HEX,MOVE_POWER_GEM,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_GRAVITY	MOVE_RECOVER,MOVE_MOONLIGHT,MOVE_NASTY_PLOT,MOVE_FLATTER,MOVE_FEINT,MOVE_SUCKER_PUNCH,MOVE_TRICK,MOVE_CAPTIVATE,MOVE_MEAN_LOOK,MOVE_METAL_BURST,MOVE_IMPRISON	FALSE	FALSE	MAP_GRANITE_CAVE_B1F:land_mons:12-17:1|MAP_MT_PYRE_EXTERIOR:land_mons:35-40:5|MAP_MT_PYRE_EXTERIOR:land_mons:35-40:5|MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP1:land_mons:30-30:10|MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP1:land_mons:32-32:10|MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP1:land_mons:34-34:10|MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP2:land_mons:30-30:10|MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP2:land_mons:32-32:10|MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP2:land_mons:34-34:10|MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP3:land_mons:30-30:10|MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP3:land_mons:32-32:10|MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP3:land_mons:34-34:10	TRUE	src/data/pokemon/species_info/gen_3_families.h	3979	Measured	FALSE	NONE	NONE	wild
SPECIES_SABLEYE_MEGA	931	302	Sableye	mega	isMegaEvolution	TYPE_DARK	TYPE_GHOST	50	85	125	85	115	20	480	ABILITY_PRANKSTER	ABILITY_PRANKSTER	ABILITY_MAGIC_BOUNCE	45	168	literal	Attack:1,Defense:1	50	25	EGG_GROUP_HUMAN_LIKE	NONE	35	GROWTH_MEDIUM_SLOW	NONE	MOVE_LEER:1,MOVE_SCRATCH:1,MOVE_FORESIGHT:4,MOVE_NIGHT_SHADE:6,MOVE_ASTONISH:9,MOVE_FURY_SWIPES:11,MOVE_DETECT:14,MOVE_SHADOW_SNEAK:16,MOVE_FEINT_ATTACK:19,MOVE_FAKE_OUT:21,MOVE_PUNISHMENT:24,MOVE_KNOCK_OFF:26,MOVE_SHADOW_CLAW:29,MOVE_CONFUSE_RAY:31,MOVE_ZEN_HEADBUTT:34,MOVE_POWER_GEM:36,MOVE_SHADOW_BALL:39,MOVE_FOUL_PLAY:41,MOVE_QUASH:44,MOVE_MEAN_LOOK:46,MOVE_RECOVER:54	MOVE_ZEN_HEADBUTT,MOVE_TAUNT,MOVE_ICY_WIND,MOVE_DIG,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_BRICK_BREAK,MOVE_ROCK_TOMB,MOVE_LOW_KICK,MOVE_THIEF,MOVE_DRAIN_PUNCH,MOVE_WILL_O_WISP,MOVE_SHADOW_CLAW,MOVE_POLTERGEIST,MOVE_GYRO_BALL,MOVE_KNOCK_OFF,MOVE_THUNDER_PUNCH,MOVE_LOW_SWEEP,MOVE_DARK_PULSE,MOVE_POISON_JAB,MOVE_AERIAL_ACE,MOVE_FIRE_PUNCH,MOVE_ICE_PUNCH,MOVE_DAZZLING_GLEAM,MOVE_SNARL,MOVE_CUT,MOVE_FLASH,MOVE_ROCK_SMASH,MOVE_POWER_UP_PUNCH,MOVE_PAIN_SPLIT,MOVE_CALM_MIND,MOVE_FOUL_PLAY,MOVE_NASTY_PLOT,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_HEX,MOVE_POWER_GEM,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_GRAVITY	MOVE_RECOVER,MOVE_MOONLIGHT,MOVE_NASTY_PLOT,MOVE_FLATTER,MOVE_FEINT,MOVE_SUCKER_PUNCH,MOVE_TRICK,MOVE_CAPTIVATE,MOVE_MEAN_LOOK,MOVE_METAL_BURST,MOVE_IMPRISON	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_3_families.h	4046	Measured	FALSE	NONE	NONE	UNK
SPECIES_MAWILE	303	303	Mawile	base	NONE	TYPE_STEEL	TYPE_FAIRY	50	85	85	55	55	50	380	ABILITY_HYPER_CUTTER	ABILITY_INTIMIDATE	ABILITY_SHEER_FORCE	45	133	ternary_gen5plus:133|pre:98	Attack:1,Defense:1	50	20	EGG_GROUP_FIELD	EGG_GROUP_FAIRY	STANDARD_FRIENDSHIP	GROWTH_FAST	NONE	MOVE_TAUNT:1,MOVE_GROWL:1,MOVE_FAIRY_WIND:1,MOVE_ASTONISH:1,MOVE_FAKE_TEARS:5,MOVE_BITE:9,MOVE_COVET:13,MOVE_METAL_CLAW:17,MOVE_FEINT_ATTACK:21,MOVE_CRUNCH:29,MOVE_IRON_DEFENSE:33,MOVE_SUCKER_PUNCH:37,MOVE_STOCKPILE:41,MOVE_SWALLOW:41,MOVE_SPIT_UP:41,MOVE_IRON_HEAD:45,MOVE_PLAY_ROUGH:49,MOVE_DOUBLE_IRON_BASH:100	MOVE_TAUNT,MOVE_ICE_BEAM,MOVE_ICY_WIND,MOVE_IRON_HEAD,MOVE_SHADOW_BALL,MOVE_BRICK_BREAK,MOVE_FLAMETHROWER,MOVE_SLUDGE_BOMB,MOVE_FIRE_BLAST,MOVE_ROCK_TOMB,MOVE_DRAINING_KISS,MOVE_FOCUS_BLAST,MOVE_STONE_EDGE,MOVE_KNOCK_OFF,MOVE_THUNDER_PUNCH,MOVE_DARK_PULSE,MOVE_ROCK_SLIDE,MOVE_GRASS_KNOT,MOVE_FLASH_CANNON,MOVE_ICE_PUNCH,MOVE_PLAY_ROUGH,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_POWER_UP_PUNCH,MOVE_CHARGE_BEAM,MOVE_IRON_DEFENSE,MOVE_PAIN_SPLIT,MOVE_FOUL_PLAY,MOVE_STEALTH_ROCK,MOVE_SWORDS_DANCE,MOVE_THUNDER_FANG,MOVE_ICE_FANG,MOVE_FIRE_FANG,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_SANDSTORM,MOVE_PSYCHIC_FANGS,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_POISON_FANG,MOVE_STEEL_BEAM	MOVE_POISON_FANG,MOVE_ANCIENT_POWER,MOVE_TICKLE,MOVE_SUCKER_PUNCH,MOVE_ICE_FANG,MOVE_FIRE_FANG,MOVE_THUNDER_FANG,MOVE_PUNISHMENT,MOVE_GUARD_SWAP,MOVE_CAPTIVATE,MOVE_SLAM,MOVE_METAL_BURST,MOVE_MISTY_TERRAIN,MOVE_SEISMIC_TOSS,MOVE_POWER_UP_PUNCH	FALSE	FALSE	MAP_ROUTE118:land_mons:20-24:10|MAP_GRANITE_CAVE_B2F:land_mons:12-17:10	TRUE	src/data/pokemon/species_info/gen_3_families.h	4112	Measured	FALSE	NONE	NONE	wild
