entity_type	item_const	item_name	method	map	region	x	y	flag	quantity	price	pocket	hold_effect	earliest_gate	prerequisites	missable	source_file	confidence	earliest_gate_confidence	access_wave
item	ITEM_FULL_RESTORE	Full Restore	ground	AbandonedShip_Room_B1F	ABANDONED_SHIP	4	4	FLAG_ITEM_ABANDONED_SHIP_ROOMS_B1F_TM_ICE_BEAM	1	3000	ITEMS	NONE	UNK	UNK	UNK	data/maps/AbandonedShip_Room_B1F/map.json	Measured	NA	11
item	ITEM_REVIVE	Revive	ground	AbandonedShip_Rooms2_1F	ABANDONED_SHIP	4	4	FLAG_ITEM_ABANDONED_SHIP_ROOMS_2_1F_REVIVE	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/AbandonedShip_Rooms2_1F/map.json	Measured	NA	10
item	ITEM_DIVE_BALL	Dive Ball	ground	AbandonedShip_Rooms2_B1F	ABANDONED_SHIP	13	3	FLAG_ITEM_ABANDONED_SHIP_ROOMS_2_B1F_DIVE_BALL	1	100	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/AbandonedShip_Rooms2_B1F/map.json	Measured	NA	11
item	ITEM_HARBOR_MAIL	Harbor Mail	ground	AbandonedShip_Rooms_1F	ABANDONED_SHIP	4	5	FLAG_ITEM_ABANDONED_SHIP_ROOMS_1F_HARBOR_MAIL	1	50	ITEMS	NONE	UNK	UNK	UNK	data/maps/AbandonedShip_Rooms_1F/map.json	Measured	NA	10
item	ITEM_REVIVE	Revive	ground	AbandonedShip_Rooms_B1F	ABANDONED_SHIP	6	7	FLAG_ITEM_ABANDONED_SHIP_ROOMS_B1F_ESCAPE_ROPE	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/AbandonedShip_Rooms_B1F/map.json	Measured	NA	11
item	ITEM_MASTER_BALL	Master Ball	ground	AncientTomb	ANCIENT_TOMB	8	7	FLAG_ITEM_ANCIENT_TOMB_MASTER_BALL	1	0	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/AncientTomb/map.json	Measured	NA	10
item	ITEM_MAX_ELIXIR	Max Elixir	ground	AquaHideout_B1F	AQUA_HIDEOUT	29	12	FLAG_ITEM_AQUA_HIDEOUT_B1F_MAX_ELIXIR	1	100	ITEMS	NONE	14	UNK	UNK	data/maps/AquaHideout_B1F/map.json	Measured	Inferred	10
item	ITEM_MASTER_BALL	Master Ball	ground	AquaHideout_B1F	AQUA_HIDEOUT	15	9	FLAG_ITEM_AQUA_HIDEOUT_B1F_MASTER_BALL	1	0	POKE_BALLS	NONE	14	UNK	UNK	data/maps/AquaHideout_B1F/map.json	Measured	Inferred	10
item	ITEM_NUGGET	Nugget	ground	AquaHideout_B1F	AQUA_HIDEOUT	15	10	FLAG_ITEM_AQUA_HIDEOUT_B1F_NUGGET	1	10000	ITEMS	NONE	14	UNK	UNK	data/maps/AquaHideout_B1F/map.json	Measured	Inferred	10
item	ITEM_NEST_BALL	Nest Ball	ground	AquaHideout_B2F	AQUA_HIDEOUT	3	13	FLAG_ITEM_AQUA_HIDEOUT_B2F_NEST_BALL	1	100	POKE_BALLS	NONE	14	UNK	UNK	data/maps/AquaHideout_B2F/map.json	Measured	Measured	11
item	ITEM_CARBOS	Carbos	ground	ArtisanCave_1F	ARTISAN_CAVE	14	5	FLAG_ITEM_ARTISAN_CAVE_1F_CARBOS	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/ArtisanCave_1F/map.json	Measured	NA	9
item	ITEM_HP_UP	HP Up	ground	ArtisanCave_B1F	ARTISAN_CAVE	32	38	FLAG_ITEM_ARTISAN_CAVE_B1F_HP_UP	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/ArtisanCave_B1F/map.json	Measured	NA	10
item	ITEM_ZINC	Zinc	hidden	ArtisanCave_B1F	ARTISAN_CAVE	32	29	FLAG_HIDDEN_ITEM_ARTISAN_CAVE_B1F_ZINC	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/ArtisanCave_B1F/map.json	Measured	NA	10
item	ITEM_CALCIUM	Calcium	hidden	ArtisanCave_B1F	ARTISAN_CAVE	27	8	FLAG_HIDDEN_ITEM_ARTISAN_CAVE_B1F_CALCIUM	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/ArtisanCave_B1F/map.json	Measured	NA	10
item	ITEM_PROTEIN	Protein	hidden	ArtisanCave_B1F	ARTISAN_CAVE	7	5	FLAG_HIDDEN_ITEM_ARTISAN_CAVE_B1F_PROTEIN	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/ArtisanCave_B1F/map.json	Measured	NA	10
item	ITEM_IRON	Iron	hidden	ArtisanCave_B1F	ARTISAN_CAVE	19	43	FLAG_HIDDEN_ITEM_ARTISAN_CAVE_B1F_IRON	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/ArtisanCave_B1F/map.json	Measured	NA	10
item	ITEM_MASTER_BALL	Master Ball	ground	DesertRuins	DESERT_RUINS	8	7	FLAG_ITEM_DESERT_RUINS_MASTER_BALL	1	0	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/DesertRuins/map.json	Measured	NA	7
item	ITEM_NUGGET	Nugget	hidden	FallarborTown	FALLARBOR_TOWN	2	15	FLAG_HIDDEN_ITEM_FALLARBOR_TOWN_NUGGET	1	10000	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown/map.json	Measured	NA	8
item	ITEM_TM_TEMPER_FLARE	TM164	ground	FieryPath	FIERY_PATH	18	5	FLAG_ITEM_FIERY_PATH_TM_TOXIC	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FieryPath/map.json	Measured	NA	8
item	ITEM_FIRE_STONE	Fire Stone	ground	FieryPath	FIERY_PATH	7	32	FLAG_ITEM_FIERY_PATH_FIRE_STONE	1	500	ITEMS	NONE	UNK	UNK	UNK	data/maps/FieryPath/map.json	Measured	NA	8
item	ITEM_ESCAPE_ROPE	Escape Rope	ground	GraniteCave_1F	GRANITE_CAVE	17	7	FLAG_ITEM_GRANITE_CAVE_1F_ESCAPE_ROPE	1	0	KEY_ITEMS	NONE	UNK	UNK	UNK	data/maps/GraniteCave_1F/map.json	Measured	NA	8
item	ITEM_POKE_BALL	Poké Ball	ground	GraniteCave_B1F	GRANITE_CAVE	15	21	FLAG_ITEM_GRANITE_CAVE_B1F_POKE_BALL	1	200	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/GraniteCave_B1F/map.json	Measured	NA	9
item	ITEM_REPEL	Repel	ground	GraniteCave_B2F	GRANITE_CAVE	4	4	FLAG_ITEM_GRANITE_CAVE_B2F_REPEL	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/GraniteCave_B2F/map.json	Measured	NA	10
item	ITEM_TM_PSYCHIC_NOISE	TM166	ground	GraniteCave_B2F	GRANITE_CAVE	18	2	FLAG_ITEM_GRANITE_CAVE_B2F_RARE_CANDY	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/GraniteCave_B2F/map.json	Measured	NA	10
item	ITEM_EVERSTONE	Everstone	hidden	GraniteCave_B2F	GRANITE_CAVE	28	6	FLAG_HIDDEN_ITEM_GRANITE_CAVE_B2F_EVERSTONE_1	1	7	ITEMS	PREVENT_EVOLVE	UNK	UNK	UNK	data/maps/GraniteCave_B2F/map.json	Measured	NA	10
item	ITEM_EVERSTONE	Everstone	hidden	GraniteCave_B2F	GRANITE_CAVE	15	11	FLAG_HIDDEN_ITEM_GRANITE_CAVE_B2F_EVERSTONE_2	1	7	ITEMS	PREVENT_EVOLVE	UNK	UNK	UNK	data/maps/GraniteCave_B2F/map.json	Measured	NA	10
item	ITEM_MASTER_BALL	Master Ball	ground	IslandCave	ISLAND_CAVE	8	7	FLAG_ITEM_ISLAND_CAVE_MASTER_BALL	1	0	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/IslandCave/map.json	Measured	NA	7
item	ITEM_TM_EARTH_POWER	TM142	ground	JaggedPass	JAGGED_PASS	23	24	FLAG_ITEM_JAGGED_PASS_BURN_HEAL	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/JaggedPass/map.json	Measured	NA	8
item	ITEM_FULL_HEAL	Full Heal	hidden	JaggedPass	JAGGED_PASS	8	10	FLAG_HIDDEN_ITEM_JAGGED_PASS_FULL_HEAL	1	100	ITEMS	NONE	UNK	UNK	UNK	data/maps/JaggedPass/map.json	Measured	NA	8
item	ITEM_GREAT_BALL	Great Ball	hidden	JaggedPass	JAGGED_PASS	7	29	FLAG_HIDDEN_ITEM_JAGGED_PASS_GREAT_BALL	1	600	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/JaggedPass/map.json	Measured	NA	8
item	ITEM_ICE_HEAL	Ice Heal	hidden	LavaridgeTown	LAVARIDGE_TOWN	4	5	FLAG_HIDDEN_ITEM_LAVARIDGE_TOWN_ICE_HEAL	1	7	ITEMS	NONE	8	UNK	UNK	data/maps/LavaridgeTown/map.json	Measured	Inferred	8
item	ITEM_MAX_REPEL	Max Repel	ground	LilycoveCity	LILYCOVE_CITY	61	36	FLAG_ITEM_LILYCOVE_CITY_MAX_REPEL	1	7	ITEMS	NONE	13	UNK	UNK	data/maps/LilycoveCity/map.json	Measured	Measured	8
item	ITEM_HEART_SCALE	Heart Scale	hidden	LilycoveCity	LILYCOVE_CITY	36	31	FLAG_HIDDEN_ITEM_LILYCOVE_CITY_HEART_SCALE	1	100	ITEMS	NONE	13	UNK	UNK	data/maps/LilycoveCity/map.json	Measured	Measured	8
item	ITEM_PP_UP	PP Up	hidden	LilycoveCity	LILYCOVE_CITY	61	7	FLAG_HIDDEN_ITEM_LILYCOVE_CITY_PP_UP	1	1	ITEMS	NONE	13	UNK	UNK	data/maps/LilycoveCity/map.json	Measured	Measured	8
item	ITEM_POKE_BALL	Poké Ball	hidden	LilycoveCity	LILYCOVE_CITY	64	31	FLAG_HIDDEN_ITEM_LILYCOVE_CITY_POKE_BALL	1	200	POKE_BALLS	NONE	13	UNK	UNK	data/maps/LilycoveCity/map.json	Measured	Measured	8
item	ITEM_MASTER_BALL	Master Ball	ground	MagmaHideout_1F	MAGMA_HIDEOUT	3	20	FLAG_ITEM_MAGMA_HIDEOUT_1F_RARE_CANDY	1	0	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/MagmaHideout_1F/map.json	Measured	NA	9
item	ITEM_MAX_ELIXIR	Max Elixir	ground	MagmaHideout_2F_2R	MAGMA_HIDEOUT	21	7	FLAG_ITEM_MAGMA_HIDEOUT_2F_2R_MAX_ELIXIR	1	100	ITEMS	NONE	UNK	UNK	UNK	data/maps/MagmaHideout_2F_2R/map.json	Measured	NA	10
item	ITEM_FULL_RESTORE	Full Restore	ground	MagmaHideout_2F_2R	MAGMA_HIDEOUT	14	6	FLAG_ITEM_MAGMA_HIDEOUT_2F_2R_FULL_RESTORE	1	3000	ITEMS	NONE	UNK	UNK	UNK	data/maps/MagmaHideout_2F_2R/map.json	Measured	NA	10
item	ITEM_NUGGET	Nugget	ground	MagmaHideout_3F_1R	MAGMA_HIDEOUT	9	16	FLAG_ITEM_MAGMA_HIDEOUT_3F_1R_NUGGET	1	10000	ITEMS	NONE	UNK	UNK	UNK	data/maps/MagmaHideout_3F_1R/map.json	Measured	NA	11
item	ITEM_PP_MAX	PP Max	ground	MagmaHideout_3F_2R	MAGMA_HIDEOUT	5	9	FLAG_ITEM_MAGMA_HIDEOUT_3F_2R_PP_MAX	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/MagmaHideout_3F_2R/map.json	Measured	NA	12
item	ITEM_ESCAPE_ROPE	Escape Rope	ground	MagmaHideout_3F_3R	MAGMA_HIDEOUT	9	19	FLAG_ITEM_MAGMA_HIDEOUT_3F_3R_ECAPE_ROPE	1	0	KEY_ITEMS	NONE	UNK	UNK	UNK	data/maps/MagmaHideout_3F_3R/map.json	Measured	NA	11
item	ITEM_MAX_REVIVE	Max Revive	ground	MagmaHideout_4F	MAGMA_HIDEOUT	3	7	FLAG_ITEM_MAGMA_HIDEOUT_4F_MAX_REVIVE	1	4000	ITEMS	NONE	UNK	UNK	UNK	data/maps/MagmaHideout_4F/map.json	Measured	NA	12
item	ITEM_X_SPEED	X Speed	ground	MauvilleCity	MAUVILLE_CITY	28	19	FLAG_ITEM_MAUVILLE_CITY_X_SPEED	1	7	ITEMS	NONE	6	UNK	UNK	data/maps/MauvilleCity/map.json	Measured	Inferred	5
item	ITEM_TM_IRON_TAIL	TM23	ground	MeteorFalls_1F_1R	METEOR_FALLS	3	39	FLAG_ITEM_METEOR_FALLS_1F_1R_TM_IRON_TAIL	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/MeteorFalls_1F_1R/map.json	Measured	NA	8
item	ITEM_MOON_STONE	Moon Stone	ground	MeteorFalls_1F_1R	METEOR_FALLS	2	14	FLAG_ITEM_METEOR_FALLS_1F_1R_MOON_STONE	1	500	ITEMS	NONE	UNK	UNK	UNK	data/maps/MeteorFalls_1F_1R/map.json	Measured	NA	8
item	ITEM_FULL_HEAL	Full Heal	ground	MeteorFalls_1F_1R	METEOR_FALLS	27	5	FLAG_ITEM_METEOR_FALLS_1F_1R_FULL_HEAL	1	100	ITEMS	NONE	UNK	UNK	UNK	data/maps/MeteorFalls_1F_1R/map.json	Measured	NA	8
item	ITEM_PP_UP	PP Up	ground	MeteorFalls_1F_1R	METEOR_FALLS	26	32	FLAG_ITEM_METEOR_FALLS_1F_1R_PP_UP	1	1	ITEMS	NONE	UNK	UNK	UNK	data/maps/MeteorFalls_1F_1R/map.json	Measured	NA	8
item	ITEM_MEWTWONITE_X	Mewtwonite X	ground	MeteorFalls_StevensCave	METEOR_FALLS	3	17	FLAG_ITEM_STEVENS_CAVE_MEWTWONITE_X	1	0	MEGA_STONES	MEGA_STONE	UNK	UNK	UNK	data/maps/MeteorFalls_StevensCave/map.json	Measured	NA	9
item	ITEM_MEWTWONITE_Y	Mewtwonite Y	ground	MeteorFalls_StevensCave	METEOR_FALLS	23	15	FLAG_ITEM_STEVENS_CAVE_MEWTWONITE_Y	1	0	MEGA_STONES	MEGA_STONE	UNK	UNK	UNK	data/maps/MeteorFalls_StevensCave/map.json	Measured	NA	9
item	ITEM_TM_DARK_HOLE	TM161	ground	MeteorFalls_StevensCave	METEOR_FALLS	14	21	FLAG_ITEM_STEVENS_CAVE_DARK_HOLE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/MeteorFalls_StevensCave/map.json	Measured	NA	9
item	ITEM_NET_BALL	Net Ball	ground	MossdeepCity	MOSSDEEP_CITY	62	35	FLAG_ITEM_MOSSDEEP_CITY_NET_BALL	1	100	POKE_BALLS	NONE	15	UNK	UNK	data/maps/MossdeepCity/map.json	Measured	Inferred	8
item	ITEM_ULTRA_BALL	Ultra Ball	ground	MtPyre_2F	MT_PYRE	0	10	FLAG_ITEM_MT_PYRE_2F_ULTRA_BALL	1	7	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/MtPyre_2F/map.json	Measured	NA	10
item	ITEM_SUPER_REPEL	Super Repel	ground	MtPyre_3F	MT_PYRE	0	7	FLAG_ITEM_MT_PYRE_3F_SUPER_REPEL	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/MtPyre_3F/map.json	Measured	NA	11
item	ITEM_SEA_INCENSE	Sea Incense	ground	MtPyre_4F	MT_PYRE	3	11	FLAG_ITEM_MT_PYRE_4F_SEA_INCENSE	1	7	ITEMS	WATER_POWER	UNK	UNK	UNK	data/maps/MtPyre_4F/map.json	Measured	NA	12
item	ITEM_LAX_INCENSE	Lax Incense	ground	MtPyre_5F	MT_PYRE	6	11	FLAG_ITEM_MT_PYRE_5F_LAX_INCENSE	1	7	ITEMS	EVASION_UP	UNK	UNK	UNK	data/maps/MtPyre_5F/map.json	Measured	NA	13
item	ITEM_MAX_REPEL	Max Repel	ground	MtPyre_6F	MT_PYRE	6	9	FLAG_ITEM_MT_PYRE_6F_TM_SHADOW_BALL	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/MtPyre_6F/map.json	Measured	NA	14
item	ITEM_MAX_POTION	Max Potion	ground	MtPyre_Exterior	MT_PYRE	27	15	FLAG_ITEM_MT_PYRE_EXTERIOR_MAX_POTION	1	2500	ITEMS	NONE	UNK	UNK	UNK	data/maps/MtPyre_Exterior/map.json	Measured	NA	10
item	ITEM_TM_SLUDGE_WAVE	TM162	ground	MtPyre_Exterior	MT_PYRE	19	40	FLAG_ITEM_MT_PYRE_EXTERIOR_TM_SKILL_SWAP	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/MtPyre_Exterior/map.json	Measured	NA	10
item	ITEM_ULTRA_BALL	Ultra Ball	hidden	MtPyre_Exterior	MT_PYRE	9	8	FLAG_HIDDEN_ITEM_MT_PYRE_EXTERIOR_ULTRA_BALL	1	7	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/MtPyre_Exterior/map.json	Measured	NA	10
item	ITEM_MAX_ETHER	Max Ether	hidden	MtPyre_Exterior	MT_PYRE	16	22	FLAG_HIDDEN_ITEM_MT_PYRE_EXTERIOR_MAX_ETHER	1	2	ITEMS	NONE	UNK	UNK	UNK	data/maps/MtPyre_Exterior/map.json	Measured	NA	10
item	ITEM_ZINC	Zinc	hidden	MtPyre_Summit	MT_PYRE	9	25	FLAG_HIDDEN_ITEM_MT_PYRE_SUMMIT_ZINC	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/MtPyre_Summit/map.json	Measured	NA	11
item	ITEM_RARE_CANDY	Rare Candy	hidden	MtPyre_Summit	MT_PYRE	37	7	FLAG_HIDDEN_ITEM_MT_PYRE_SUMMIT_RARE_CANDY	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/MtPyre_Summit/map.json	Measured	NA	11
item	ITEM_DIANCITE	Diancite	ground	NavelRock_Entrance	NAVEL_ROCK	10	14	FLAG_ITEM_NAVEL_ROCK_DIANCITE	1	0	MEGA_STONES	MEGA_STONE	UNK	UNK	UNK	data/maps/NavelRock_Entrance/map.json	Measured	NA	UNK
item	ITEM_SACRED_ASH	Sacred Ash	hidden	NavelRock_Top	NAVEL_ROCK	12	9	FLAG_HIDDEN_ITEM_NAVEL_ROCK_TOP_SACRED_ASH	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/NavelRock_Top/map.json	Measured	NA	UNK
item	ITEM_TM_SUPERPOWER	TM101	ground	NewMauville_Inside	NEW_MAUVILLE	32	25	FLAG_ITEM_NEW_MAUVILLE_TM_SUPERPOWER	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/NewMauville_Inside/map.json	Measured	NA	6
item	ITEM_ESCAPE_ROPE	Escape Rope	ground	NewMauville_Inside	NEW_MAUVILLE	16	22	FLAG_ITEM_NEW_MAUVILLE_ESCAPE_ROPE	1	0	KEY_ITEMS	NONE	UNK	UNK	UNK	data/maps/NewMauville_Inside/map.json	Measured	NA	6
item	ITEM_TM_WILD_CHARGE	TM99	ground	NewMauville_Inside	NEW_MAUVILLE	39	4	FLAG_ITEM_NEW_MAUVILLE_TM_WILD_CHARGE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/NewMauville_Inside/map.json	Measured	NA	6
item	ITEM_FULL_HEAL	Full Heal	ground	NewMauville_Inside	NEW_MAUVILLE	17	10	FLAG_ITEM_NEW_MAUVILLE_FULL_HEAL	1	100	ITEMS	NONE	UNK	UNK	UNK	data/maps/NewMauville_Inside/map.json	Measured	NA	6
item	ITEM_PARALYZE_HEAL	Paralyze Heal	ground	NewMauville_Inside	NEW_MAUVILLE	2	11	FLAG_ITEM_NEW_MAUVILLE_PARALYZE_HEAL	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/NewMauville_Inside/map.json	Measured	NA	6
item	ITEM_MAX_REVIVE	Max Revive	ground	PetalburgCity	PETALBURG_CITY	19	2	FLAG_ITEM_PETALBURG_CITY_MAX_REVIVE	1	4000	ITEMS	NONE	10	UNK	UNK	data/maps/PetalburgCity/map.json	Measured	Inferred	4
item	ITEM_ETHER	Ether	ground	PetalburgCity	PETALBURG_CITY	3	28	FLAG_ITEM_PETALBURG_CITY_ETHER	1	2	ITEMS	NONE	10	UNK	UNK	data/maps/PetalburgCity/map.json	Measured	Inferred	4
item	ITEM_RARE_CANDY	Rare Candy	hidden	PetalburgCity	PETALBURG_CITY	11	29	FLAG_HIDDEN_ITEM_PETALBURG_CITY_RARE_CANDY	1	7	ITEMS	NONE	10	UNK	UNK	data/maps/PetalburgCity/map.json	Measured	Inferred	4
item	ITEM_GREAT_BALL	Great Ball	ground	PetalburgWoods	PETALBURG_WOODS	45	7	FLAG_ITEM_PETALBURG_WOODS_GREAT_BALL	1	600	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/PetalburgWoods/map.json	Measured	NA	6
item	ITEM_X_ATTACK	X Attack	ground	PetalburgWoods	PETALBURG_WOODS	35	20	FLAG_ITEM_PETALBURG_WOODS_X_ATTACK	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/PetalburgWoods/map.json	Measured	NA	6
item	ITEM_ETHER	Ether	ground	PetalburgWoods	PETALBURG_WOODS	4	8	FLAG_ITEM_PETALBURG_WOODS_ETHER	1	2	ITEMS	NONE	UNK	UNK	UNK	data/maps/PetalburgWoods/map.json	Measured	NA	6
item	ITEM_PARALYZE_HEAL	Paralyze Heal	ground	PetalburgWoods	PETALBURG_WOODS	4	26	FLAG_ITEM_PETALBURG_WOODS_PARALYZE_HEAL	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/PetalburgWoods/map.json	Measured	NA	6
item	ITEM_POTION	Potion	hidden	PetalburgWoods	PETALBURG_WOODS	39	35	FLAG_HIDDEN_ITEM_PETALBURG_WOODS_POTION	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/PetalburgWoods/map.json	Measured	NA	6
item	ITEM_TINY_MUSHROOM	Tiny Mushroom	hidden	PetalburgWoods	PETALBURG_WOODS	26	6	FLAG_HIDDEN_ITEM_PETALBURG_WOODS_TINY_MUSHROOM_1	1	500	ITEMS	NONE	UNK	UNK	UNK	data/maps/PetalburgWoods/map.json	Measured	NA	6
item	ITEM_TINY_MUSHROOM	Tiny Mushroom	hidden	PetalburgWoods	PETALBURG_WOODS	40	29	FLAG_HIDDEN_ITEM_PETALBURG_WOODS_TINY_MUSHROOM_2	1	500	ITEMS	NONE	UNK	UNK	UNK	data/maps/PetalburgWoods/map.json	Measured	NA	6
item	ITEM_POKE_BALL	Poké Ball	hidden	PetalburgWoods	PETALBURG_WOODS	4	19	FLAG_HIDDEN_ITEM_PETALBURG_WOODS_POKE_BALL	1	200	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/PetalburgWoods/map.json	Measured	NA	6
item	ITEM_POTION	Potion	ground	Route102	ROUTE_102	11	15	FLAG_ITEM_ROUTE_102_POTION	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/Route102/map.json	Measured	NA	3
item	ITEM_TM_BULLET_SEED	TM09	ground	Route103	ROUTE_103	50	5	FLAG_ITEM_ROUTE_103_GUARD_SPEC	1	1000	TM_HM	NONE	UNK	UNK	UNK	data/maps/Route103/map.json	Measured	NA	3
item	ITEM_PP_UP	PP Up	ground	Route103	ROUTE_103	64	7	FLAG_ITEM_ROUTE_103_PP_UP	1	1	ITEMS	NONE	UNK	UNK	UNK	data/maps/Route103/map.json	Measured	NA	3
item	ITEM_PP_UP	PP Up	ground	Route104	ROUTE_104	39	15	FLAG_ITEM_ROUTE_104_PP_UP	1	1	ITEMS	NONE	UNK	UNK	UNK	data/maps/Route104/map.json	Measured	NA	5
item	ITEM_POKE_BALL	Poké Ball	ground	Route104	ROUTE_104	29	53	FLAG_ITEM_ROUTE_104_POKE_BALL	1	200	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/Route104/map.json	Measured	NA	5
item	ITEM_TM_STOMPING_TANTRUM	TM110	ground	Route104	ROUTE_104	37	22	FLAG_ITEM_ROUTE_104_X_ACCURACY	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/Route104/map.json	Measured	NA	5
